pathogen,model,best_cv_pr_auc,best_params,cv_roc_auc_mean,cv_pr_auc_mean,cv_f1_mean,cv_balanced_accuracy_mean,cv_roc_auc_sd,cv_pr_auc_sd,cv_f1_sd,cv_balanced_accuracy_sd,Accuracy,Balanced_Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,PR-AUC,MCC,TN,FP,FN,TP
pseudomonas,random_forest,0.9907012138188609,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 10, 'class_weight': None}",0.997241379310345,0.9907012138188609,0.9056839712012126,0.9182758620689656,0.0023668115266636367,0.007362816808575854,0.032245126264911,0.02601969842326743,0.9782608695652174,0.9473684210526316,1.0,0.8947368421052632,1.0,0.9444444444444444,1.0,1.0,0.9332080116364497,73,0,2,17
