pathogen,model,best_cv_pr_auc,best_params,cv_roc_auc_mean,cv_pr_auc_mean,cv_f1_mean,cv_balanced_accuracy_mean,cv_roc_auc_sd,cv_pr_auc_sd,cv_f1_sd,cv_balanced_accuracy_sd,Accuracy,Balanced_Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,PR-AUC,MCC,TN,FP,FN,TP
ecoli,random_forest,0.9533001845925944,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 10, 'class_weight': None}",0.9807758620689656,0.9533001845925944,0.8667595585242645,0.8972701149425287,0.00977651497613596,0.02243027523844356,0.03972544222953024,0.044881226196737414,0.956989247311828,0.9,1.0,0.8,1.0,0.8888888888888888,0.973972602739726,0.9408624392122877,0.8708855024867268,73,0,4,16
