pathogen,model,best_cv_pr_auc,best_params,cv_roc_auc_mean,cv_pr_auc_mean,cv_f1_mean,cv_balanced_accuracy_mean,cv_roc_auc_sd,cv_pr_auc_sd,cv_f1_sd,cv_balanced_accuracy_sd,Accuracy,Balanced_Accuracy,Precision,Recall,Specificity,F1-Score,ROC-AUC,PR-AUC,MCC,TN,FP,FN,TP
klebsiella,random_forest,0.9635214855014235,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.9851532567049809,0.9635214855014235,0.8718576177399708,0.9024904214559388,0.01299296931633194,0.026142695377742015,0.08307062114183725,0.060856252819973214,0.9479166666666666,0.9061941631923764,0.95,0.8260869565217391,0.9863013698630136,0.8837209302325582,0.99434187016081,0.9816104185669403,0.8538217786689888,72,1,4,19
